"","Date","Value"
"98346601",2017-08-27 08:53:22.549,-1
"98346611",2017-08-27 08:53:22.555,-1
"98346621",2017-08-27 08:53:22.559,1
"98346631",2017-08-27 08:53:22.565,0
"98346641",2017-08-27 08:53:22.569,-2
"98346651",2017-08-27 08:53:22.575,-1
"98346661",2017-08-27 08:53:22.579,0
"98346671",2017-08-27 08:53:22.585,-1
"98346681",2017-08-27 08:53:22.589,-2
"98346691",2017-08-27 08:53:22.595,-1
"98346701",2017-08-27 08:53:22.599,-1
"98346711",2017-08-27 08:53:22.605,-3
"98346721",2017-08-27 08:53:22.609,-3
"98346731",2017-08-27 08:53:22.615,-1
"98346741",2017-08-27 08:53:22.619,0
"98346751",2017-08-27 08:53:22.625,0
"98346761",2017-08-27 08:53:22.630,4
"98346771",2017-08-27 08:53:22.634,8
"98346781",2017-08-27 08:53:22.640,8
"98346791",2017-08-27 08:53:22.644,4
"98346801",2017-08-27 08:53:22.650,3
"98346811",2017-08-27 08:53:22.654,5
"98346821",2017-08-27 08:53:22.660,8
"98346831",2017-08-27 08:53:22.664,8
"98346841",2017-08-27 08:53:22.670,8
"98346851",2017-08-27 08:53:22.674,7
"98346861",2017-08-27 08:53:22.680,7
"98346871",2017-08-27 08:53:22.684,6
"98346881",2017-08-27 08:53:22.690,5
"98346891",2017-08-27 08:53:22.694,2
"98346901",2017-08-27 08:53:22.700,-2
"98346911",2017-08-27 08:53:22.704,-2
"98346921",2017-08-27 08:53:22.710,-1
"98346931",2017-08-27 08:53:22.714,-3
"98346941",2017-08-27 08:53:22.720,-5
"98346951",2017-08-27 08:53:22.724,-5
"98346961",2017-08-27 08:53:22.730,-5
"98346971",2017-08-27 08:53:22.734,-2
"98346981",2017-08-27 08:53:22.740,9
"98346991",2017-08-27 08:53:22.744,35
"98347001",2017-08-27 08:53:22.750,72
"98347011",2017-08-27 08:53:22.755,95
"98347021",2017-08-27 08:53:22.759,81
"98347031",2017-08-27 08:53:22.765,37
"98347041",2017-08-27 08:53:22.769,2
"98347051",2017-08-27 08:53:22.775,-5
"98347061",2017-08-27 08:53:22.779,5
"98347071",2017-08-27 08:53:22.785,13
"98347081",2017-08-27 08:53:22.789,14
"98347091",2017-08-27 08:53:22.795,13
"98347101",2017-08-27 08:53:22.799,13
"98347111",2017-08-27 08:53:22.805,11
"98347121",2017-08-27 08:53:22.809,8
"98347131",2017-08-27 08:53:22.815,7
"98347141",2017-08-27 08:53:22.819,7
"98347151",2017-08-27 08:53:22.825,8
"98347161",2017-08-27 08:53:22.829,7
"98347171",2017-08-27 08:53:22.835,7
"98347181",2017-08-27 08:53:22.839,7
"98347191",2017-08-27 08:53:22.845,8
"98347201",2017-08-27 08:53:22.849,8
"98347211",2017-08-27 08:53:22.855,6
"98347221",2017-08-27 08:53:22.859,5
"98347231",2017-08-27 08:53:22.865,7
"98347241",2017-08-27 08:53:22.869,8
"98347251",2017-08-27 08:53:22.875,7
"98347261",2017-08-27 08:53:22.880,8
"98347271",2017-08-27 08:53:22.884,9
"98347281",2017-08-27 08:53:22.890,8
"98347291",2017-08-27 08:53:22.894,7
"98347301",2017-08-27 08:53:22.900,9
"98347311",2017-08-27 08:53:22.904,11
"98347321",2017-08-27 08:53:22.910,12
"98347331",2017-08-27 08:53:22.914,13
"98347341",2017-08-27 08:53:22.920,13
"98347351",2017-08-27 08:53:22.924,12
"98347361",2017-08-27 08:53:22.930,13
"98347371",2017-08-27 08:53:22.934,15
"98347381",2017-08-27 08:53:22.940,18
"98347391",2017-08-27 08:53:22.944,20
"98347401",2017-08-27 08:53:22.950,22
"98347411",2017-08-27 08:53:22.954,23
"98347421",2017-08-27 08:53:22.960,25
"98347431",2017-08-27 08:53:22.964,26
"98347441",2017-08-27 08:53:22.970,29
"98347451",2017-08-27 08:53:22.974,30
"98347461",2017-08-27 08:53:22.980,32
"98347471",2017-08-27 08:53:22.984,32
"98347481",2017-08-27 08:53:22.990,33
"98347491",2017-08-27 08:53:22.994,33
"98347501",2017-08-27 08:53:23.000,33
"98347511",2017-08-27 08:53:23.005,32
"98347521",2017-08-27 08:53:23.009,33
"98347531",2017-08-27 08:53:23.015,32
"98347541",2017-08-27 08:53:23.019,30
"98347551",2017-08-27 08:53:23.025,26
"98347561",2017-08-27 08:53:23.029,22
"98347571",2017-08-27 08:53:23.035,17
"98347581",2017-08-27 08:53:23.039,11
"98347591",2017-08-27 08:53:23.045,7
"98347601",2017-08-27 08:53:23.049,6
"98347611",2017-08-27 08:53:23.055,2
"98347621",2017-08-27 08:53:23.059,-3
"98347631",2017-08-27 08:53:23.065,-6
"98347641",2017-08-27 08:53:23.069,-7
"98347651",2017-08-27 08:53:23.075,-6
"98347661",2017-08-27 08:53:23.079,-8
"98347671",2017-08-27 08:53:23.085,-11
"98347681",2017-08-27 08:53:23.089,-13
"98347691",2017-08-27 08:53:23.095,-13
"98347701",2017-08-27 08:53:23.099,-12
"98347711",2017-08-27 08:53:23.105,-11
"98347721",2017-08-27 08:53:23.109,-12
"98347731",2017-08-27 08:53:23.115,-13
"98347741",2017-08-27 08:53:23.119,-13
"98347751",2017-08-27 08:53:23.125,-10
"98347761",2017-08-27 08:53:23.130,-9
"98347771",2017-08-27 08:53:23.134,-11
"98347781",2017-08-27 08:53:23.140,-12
"98347791",2017-08-27 08:53:23.144,-11
"98347801",2017-08-27 08:53:23.150,-12
"98347811",2017-08-27 08:53:23.154,-14
"98347821",2017-08-27 08:53:23.160,-13
"98347831",2017-08-27 08:53:23.164,-11
"98347841",2017-08-27 08:53:23.170,-10
"98347851",2017-08-27 08:53:23.174,-10
"98347861",2017-08-27 08:53:23.180,-10
"98347871",2017-08-27 08:53:23.184,-10
"98347881",2017-08-27 08:53:23.190,-11
"98347891",2017-08-27 08:53:23.194,-10
"98347901",2017-08-27 08:53:23.200,-9
"98347911",2017-08-27 08:53:23.204,-10
"98347921",2017-08-27 08:53:23.210,-9
"98347931",2017-08-27 08:53:23.214,-9
"98347941",2017-08-27 08:53:23.220,-9
"98347951",2017-08-27 08:53:23.224,-9
"98347961",2017-08-27 08:53:23.230,-8
"98347971",2017-08-27 08:53:23.234,-7
"98347981",2017-08-27 08:53:23.240,-7
"98347991",2017-08-27 08:53:23.244,-9
"98348001",2017-08-27 08:53:23.250,-10
"98348011",2017-08-27 08:53:23.255,-10
"98348021",2017-08-27 08:53:23.259,-10
"98348031",2017-08-27 08:53:23.265,-10
"98348041",2017-08-27 08:53:23.269,-10
"98348051",2017-08-27 08:53:23.275,-11
"98348061",2017-08-27 08:53:23.279,-12
"98348071",2017-08-27 08:53:23.285,-11
"98348081",2017-08-27 08:53:23.289,-9
"98348091",2017-08-27 08:53:23.295,-8
"98348101",2017-08-27 08:53:23.299,-9
"98348111",2017-08-27 08:53:23.305,-10
"98348121",2017-08-27 08:53:23.309,-9
"98348131",2017-08-27 08:53:23.315,-8
"98348141",2017-08-27 08:53:23.319,-8
"98348151",2017-08-27 08:53:23.325,-8
"98348161",2017-08-27 08:53:23.329,-9
"98348171",2017-08-27 08:53:23.335,-10
"98348181",2017-08-27 08:53:23.339,-10
"98348191",2017-08-27 08:53:23.345,-11
"98348201",2017-08-27 08:53:23.349,-12
"98348211",2017-08-27 08:53:23.355,-10
"98348221",2017-08-27 08:53:23.359,-8
"98348231",2017-08-27 08:53:23.365,-8
"98348241",2017-08-27 08:53:23.369,-7
"98348251",2017-08-27 08:53:23.375,-6
"98348261",2017-08-27 08:53:23.380,-7
"98348271",2017-08-27 08:53:23.384,-8
"98348281",2017-08-27 08:53:23.390,-8
"98348291",2017-08-27 08:53:23.394,-8
"98348301",2017-08-27 08:53:23.400,-8
"98348311",2017-08-27 08:53:23.404,-7
"98348321",2017-08-27 08:53:23.410,-7
"98348331",2017-08-27 08:53:23.414,-7
"98348341",2017-08-27 08:53:23.420,-8
"98348351",2017-08-27 08:53:23.424,-9
"98348361",2017-08-27 08:53:23.430,-9
"98348371",2017-08-27 08:53:23.434,-8
"98348381",2017-08-27 08:53:23.440,-7
"98348391",2017-08-27 08:53:23.444,-6
"98348401",2017-08-27 08:53:23.450,-7
"98348411",2017-08-27 08:53:23.454,-7
"98348421",2017-08-27 08:53:23.460,-8
"98348431",2017-08-27 08:53:23.464,-8
"98348441",2017-08-27 08:53:23.470,-7
"98348451",2017-08-27 08:53:23.474,-6
"98348461",2017-08-27 08:53:23.480,-6
"98348471",2017-08-27 08:53:23.484,-5
"98348481",2017-08-27 08:53:23.490,-5
"98348491",2017-08-27 08:53:23.494,-8
"98348501",2017-08-27 08:53:23.500,-8
"98348511",2017-08-27 08:53:23.505,-7
"98348521",2017-08-27 08:53:23.509,-6
"98348531",2017-08-27 08:53:23.515,-5
"98348541",2017-08-27 08:53:23.519,-5
"98348551",2017-08-27 08:53:23.525,-5
"98348561",2017-08-27 08:53:23.529,-4
"98348571",2017-08-27 08:53:23.535,-4
"98348581",2017-08-27 08:53:23.539,-5
"98348591",2017-08-27 08:53:23.545,-5
"98348601",2017-08-27 08:53:23.549,-6
"98348611",2017-08-27 08:53:23.555,-6
"98348621",2017-08-27 08:53:23.559,-6
"98348631",2017-08-27 08:53:23.565,-5
"98348641",2017-08-27 08:53:23.569,-4
"98348651",2017-08-27 08:53:23.575,-3
"98348661",2017-08-27 08:53:23.579,-3
"98348671",2017-08-27 08:53:23.585,-4
"98348681",2017-08-27 08:53:23.589,-5
"98348691",2017-08-27 08:53:23.595,-4
"98348701",2017-08-27 08:53:23.599,-3
"98348711",2017-08-27 08:53:23.605,-2
"98348721",2017-08-27 08:53:23.609,-2
"98348731",2017-08-27 08:53:23.615,-4
"98348741",2017-08-27 08:53:23.619,-5
"98348751",2017-08-27 08:53:23.625,-4
"98348761",2017-08-27 08:53:23.630,-2
"98348771",2017-08-27 08:53:23.634,-4
"98348781",2017-08-27 08:53:23.640,-5
"98348791",2017-08-27 08:53:23.644,-2
"98348801",2017-08-27 08:53:23.650,-3
"98348811",2017-08-27 08:53:23.654,-5
"98348821",2017-08-27 08:53:23.660,-3
"98348831",2017-08-27 08:53:23.664,0
"98348841",2017-08-27 08:53:23.670,0
"98348851",2017-08-27 08:53:23.674,0
"98348861",2017-08-27 08:53:23.680,-1
"98348871",2017-08-27 08:53:23.684,-2
"98348881",2017-08-27 08:53:23.690,-3
"98348891",2017-08-27 08:53:23.694,-2
"98348901",2017-08-27 08:53:23.700,-1
"98348911",2017-08-27 08:53:23.704,1
"98348921",2017-08-27 08:53:23.710,1
"98348931",2017-08-27 08:53:23.714,0
"98348941",2017-08-27 08:53:23.720,1
"98348951",2017-08-27 08:53:23.724,3
"98348961",2017-08-27 08:53:23.730,3
"98348971",2017-08-27 08:53:23.734,3
"98348981",2017-08-27 08:53:23.740,4
"98348991",2017-08-27 08:53:23.744,3
"98349001",2017-08-27 08:53:23.750,4
"98349011",2017-08-27 08:53:23.755,6
"98349021",2017-08-27 08:53:23.759,5
"98349031",2017-08-27 08:53:23.765,3
"98349041",2017-08-27 08:53:23.769,1
"98349051",2017-08-27 08:53:23.775,0
"98349061",2017-08-27 08:53:23.779,-3
"98349071",2017-08-27 08:53:23.785,-5
"98349081",2017-08-27 08:53:23.789,-3
"98349091",2017-08-27 08:53:23.795,-3
"98349101",2017-08-27 08:53:23.799,-4
"98349111",2017-08-27 08:53:23.805,-5
"98349121",2017-08-27 08:53:23.809,-6
"98349131",2017-08-27 08:53:23.815,-4
"98349141",2017-08-27 08:53:23.819,4
"98349151",2017-08-27 08:53:23.825,27
"98349161",2017-08-27 08:53:23.829,64
"98349171",2017-08-27 08:53:23.835,95
"98349181",2017-08-27 08:53:23.839,93
"98349191",2017-08-27 08:53:23.845,54
"98349201",2017-08-27 08:53:23.849,7
"98349211",2017-08-27 08:53:23.855,-13
"98349221",2017-08-27 08:53:23.859,-4
"98349231",2017-08-27 08:53:23.865,9
"98349241",2017-08-27 08:53:23.869,14
"98349251",2017-08-27 08:53:23.875,14
"98349261",2017-08-27 08:53:23.880,13
"98349271",2017-08-27 08:53:23.884,13
"98349281",2017-08-27 08:53:23.890,13
"98349291",2017-08-27 08:53:23.894,10
"98349301",2017-08-27 08:53:23.900,8
"98349311",2017-08-27 08:53:23.904,7
"98349321",2017-08-27 08:53:23.910,8
"98349331",2017-08-27 08:53:23.914,8
"98349341",2017-08-27 08:53:23.920,7
"98349351",2017-08-27 08:53:23.924,8
"98349361",2017-08-27 08:53:23.930,9
"98349371",2017-08-27 08:53:23.934,7
"98349381",2017-08-27 08:53:23.940,6
"98349391",2017-08-27 08:53:23.944,9
"98349401",2017-08-27 08:53:23.950,11
"98349411",2017-08-27 08:53:23.954,10
"98349421",2017-08-27 08:53:23.960,11
"98349431",2017-08-27 08:53:23.964,12
"98349441",2017-08-27 08:53:23.970,12
"98349451",2017-08-27 08:53:23.974,11
"98349461",2017-08-27 08:53:23.980,11
"98349471",2017-08-27 08:53:23.984,14
"98349481",2017-08-27 08:53:23.990,14
"98349491",2017-08-27 08:53:23.994,15
"98349501",2017-08-27 08:53:24.000,17
"98349511",2017-08-27 08:53:24.005,17
"98349521",2017-08-27 08:53:24.009,17
"98349531",2017-08-27 08:53:24.015,18
"98349541",2017-08-27 08:53:24.019,22
"98349551",2017-08-27 08:53:24.025,23
"98349561",2017-08-27 08:53:24.029,23
"98349571",2017-08-27 08:53:24.035,24
"98349581",2017-08-27 08:53:24.039,28
"98349591",2017-08-27 08:53:24.045,28
"98349601",2017-08-27 08:53:24.049,29
"98349611",2017-08-27 08:53:24.055,32
"98349621",2017-08-27 08:53:24.059,36
"98349631",2017-08-27 08:53:24.065,38
"98349641",2017-08-27 08:53:24.069,37
"98349651",2017-08-27 08:53:24.075,35
"98349661",2017-08-27 08:53:24.079,35
"98349671",2017-08-27 08:53:24.085,35
"98349681",2017-08-27 08:53:24.089,33
"98349691",2017-08-27 08:53:24.095,29
"98349701",2017-08-27 08:53:24.099,27
"98349711",2017-08-27 08:53:24.105,24
"98349721",2017-08-27 08:53:24.109,20
"98349731",2017-08-27 08:53:24.115,14
"98349741",2017-08-27 08:53:24.119,8
"98349751",2017-08-27 08:53:24.125,1
"98349761",2017-08-27 08:53:24.130,-3
"98349771",2017-08-27 08:53:24.134,-5
"98349781",2017-08-27 08:53:24.140,-7
"98349791",2017-08-27 08:53:24.144,-10
"98349801",2017-08-27 08:53:24.150,-13
"98349811",2017-08-27 08:53:24.154,-14
"98349821",2017-08-27 08:53:24.160,-15
"98349831",2017-08-27 08:53:24.164,-17
"98349841",2017-08-27 08:53:24.170,-19
"98349851",2017-08-27 08:53:24.174,-19
"98349861",2017-08-27 08:53:24.180,-18
"98349871",2017-08-27 08:53:24.184,-18
"98349881",2017-08-27 08:53:24.190,-17
"98349891",2017-08-27 08:53:24.194,-16
"98349901",2017-08-27 08:53:24.200,-16
"98349911",2017-08-27 08:53:24.204,-16
"98349921",2017-08-27 08:53:24.210,-16
"98349931",2017-08-27 08:53:24.214,-16
"98349941",2017-08-27 08:53:24.220,-17
"98349951",2017-08-27 08:53:24.224,-17
"98349961",2017-08-27 08:53:24.230,-17
"98349971",2017-08-27 08:53:24.234,-15
"98349981",2017-08-27 08:53:24.240,-15
"98349991",2017-08-27 08:53:24.244,-16
"98350001",2017-08-27 08:53:24.250,-16
"98350011",2017-08-27 08:53:24.255,-15
"98350021",2017-08-27 08:53:24.259,-13
"98350031",2017-08-27 08:53:24.265,-13
"98350041",2017-08-27 08:53:24.269,-13
"98350051",2017-08-27 08:53:24.275,-13
"98350061",2017-08-27 08:53:24.279,-13
"98350071",2017-08-27 08:53:24.285,-11
"98350081",2017-08-27 08:53:24.289,-11
"98350091",2017-08-27 08:53:24.295,-12
"98350101",2017-08-27 08:53:24.299,-13
"98350111",2017-08-27 08:53:24.305,-13
"98350121",2017-08-27 08:53:24.309,-12
"98350131",2017-08-27 08:53:24.315,-11
"98350141",2017-08-27 08:53:24.319,-11
"98350151",2017-08-27 08:53:24.325,-12
"98350161",2017-08-27 08:53:24.329,-13
"98350171",2017-08-27 08:53:24.335,-12
"98350181",2017-08-27 08:53:24.339,-12
"98350191",2017-08-27 08:53:24.345,-12
"98350201",2017-08-27 08:53:24.349,-12
"98350211",2017-08-27 08:53:24.355,-12
"98350221",2017-08-27 08:53:24.359,-12
"98350231",2017-08-27 08:53:24.365,-12
"98350241",2017-08-27 08:53:24.369,-13
"98350251",2017-08-27 08:53:24.375,-14
"98350261",2017-08-27 08:53:24.380,-13
"98350271",2017-08-27 08:53:24.384,-13
"98350281",2017-08-27 08:53:24.390,-13
"98350291",2017-08-27 08:53:24.394,-13
"98350301",2017-08-27 08:53:24.400,-12
"98350311",2017-08-27 08:53:24.404,-11
"98350321",2017-08-27 08:53:24.410,-11
"98350331",2017-08-27 08:53:24.414,-12
"98350341",2017-08-27 08:53:24.420,-12
"98350351",2017-08-27 08:53:24.424,-13
"98350361",2017-08-27 08:53:24.430,-13
"98350371",2017-08-27 08:53:24.434,-12
"98350381",2017-08-27 08:53:24.440,-10
"98350391",2017-08-27 08:53:24.444,-9
"98350401",2017-08-27 08:53:24.450,-10
"98350411",2017-08-27 08:53:24.454,-11
"98350421",2017-08-27 08:53:24.460,-12
"98350431",2017-08-27 08:53:24.464,-13
"98350441",2017-08-27 08:53:24.470,-13
"98350451",2017-08-27 08:53:24.474,-10
"98350461",2017-08-27 08:53:24.480,-8
"98350471",2017-08-27 08:53:24.484,-8
"98350481",2017-08-27 08:53:24.490,-9
"98350491",2017-08-27 08:53:24.494,-10
"98350501",2017-08-27 08:53:24.500,-11
"98350511",2017-08-27 08:53:24.505,-10
"98350521",2017-08-27 08:53:24.509,-10
"98350531",2017-08-27 08:53:24.515,-10
"98350541",2017-08-27 08:53:24.519,-9
"98350551",2017-08-27 08:53:24.525,-8
"98350561",2017-08-27 08:53:24.529,-8
"98350571",2017-08-27 08:53:24.535,-8
"98350581",2017-08-27 08:53:24.539,-9
"98350591",2017-08-27 08:53:24.545,-10
"98350601",2017-08-27 08:53:24.549,-9
"98350611",2017-08-27 08:53:24.555,-9
"98350621",2017-08-27 08:53:24.559,-10
"98350631",2017-08-27 08:53:24.565,-9
"98350641",2017-08-27 08:53:24.569,-6
"98350651",2017-08-27 08:53:24.575,-6
"98350661",2017-08-27 08:53:24.579,-7
"98350671",2017-08-27 08:53:24.585,-7
"98350681",2017-08-27 08:53:24.589,-7
"98350691",2017-08-27 08:53:24.595,-7
"98350701",2017-08-27 08:53:24.599,-8
"98350711",2017-08-27 08:53:24.605,-9
"98350721",2017-08-27 08:53:24.609,-9
"98350731",2017-08-27 08:53:24.615,-6
"98350741",2017-08-27 08:53:24.619,-4
"98350751",2017-08-27 08:53:24.625,-3
"98350761",2017-08-27 08:53:24.630,-4
"98350771",2017-08-27 08:53:24.634,-5
"98350781",2017-08-27 08:53:24.640,-5
"98350791",2017-08-27 08:53:24.644,-5
"98350801",2017-08-27 08:53:24.650,-6
"98350811",2017-08-27 08:53:24.654,-5
"98350821",2017-08-27 08:53:24.660,-5
"98350831",2017-08-27 08:53:24.664,-5
"98350841",2017-08-27 08:53:24.670,-5
"98350851",2017-08-27 08:53:24.674,-6
"98350861",2017-08-27 08:53:24.680,-6
"98350871",2017-08-27 08:53:24.684,-5
"98350881",2017-08-27 08:53:24.690,-5
"98350891",2017-08-27 08:53:24.694,-4
"98350901",2017-08-27 08:53:24.700,-2
"98350911",2017-08-27 08:53:24.704,-2
"98350921",2017-08-27 08:53:24.710,-5
"98350931",2017-08-27 08:53:24.714,-6
"98350941",2017-08-27 08:53:24.720,-6
"98350951",2017-08-27 08:53:24.724,-5
"98350961",2017-08-27 08:53:24.730,-3
"98350971",2017-08-27 08:53:24.734,-2
"98350981",2017-08-27 08:53:24.740,-2
"98350991",2017-08-27 08:53:24.744,-4
"98351001",2017-08-27 08:53:24.750,-4
"98351011",2017-08-27 08:53:24.755,-3
"98351021",2017-08-27 08:53:24.759,-3
"98351031",2017-08-27 08:53:24.765,-3
"98351041",2017-08-27 08:53:24.769,-4
"98351051",2017-08-27 08:53:24.775,-4
"98351061",2017-08-27 08:53:24.779,-3
"98351071",2017-08-27 08:53:24.785,-3
"98351081",2017-08-27 08:53:24.789,-3
"98351091",2017-08-27 08:53:24.795,-2
"98351101",2017-08-27 08:53:24.799,-1
"98351111",2017-08-27 08:53:24.805,0
"98351121",2017-08-27 08:53:24.809,0
"98351131",2017-08-27 08:53:24.815,1
"98351141",2017-08-27 08:53:24.819,1
"98351151",2017-08-27 08:53:24.825,1
"98351161",2017-08-27 08:53:24.829,3
"98351171",2017-08-27 08:53:24.835,4
"98351181",2017-08-27 08:53:24.839,4
"98351191",2017-08-27 08:53:24.845,4
"98351201",2017-08-27 08:53:24.849,5
"98351211",2017-08-27 08:53:24.855,3
"98351221",2017-08-27 08:53:24.859,1
"98351231",2017-08-27 08:53:24.865,0
"98351241",2017-08-27 08:53:24.869,-1
"98351251",2017-08-27 08:53:24.875,-6
"98351261",2017-08-27 08:53:24.880,-9
"98351271",2017-08-27 08:53:24.884,-9
"98351281",2017-08-27 08:53:24.890,-8
"98351291",2017-08-27 08:53:24.894,-9
"98351301",2017-08-27 08:53:24.900,-7
"98351311",2017-08-27 08:53:24.904,-5
"98351321",2017-08-27 08:53:24.910,1
"98351331",2017-08-27 08:53:24.914,22
"98351341",2017-08-27 08:53:24.920,59
"98351351",2017-08-27 08:53:24.924,89
"98351361",2017-08-27 08:53:24.930,87
"98351371",2017-08-27 08:53:24.934,50
"98351381",2017-08-27 08:53:24.940,8
"98351391",2017-08-27 08:53:24.944,-9
"98351401",2017-08-27 08:53:24.950,-1
"98351411",2017-08-27 08:53:24.954,10
"98351421",2017-08-27 08:53:24.960,12
"98351431",2017-08-27 08:53:24.964,11
"98351441",2017-08-27 08:53:24.970,10
"98351451",2017-08-27 08:53:24.974,9
"98351461",2017-08-27 08:53:24.980,7
"98351471",2017-08-27 08:53:24.984,5
"98351481",2017-08-27 08:53:24.990,5
"98351491",2017-08-27 08:53:24.994,5
"98351501",2017-08-27 08:53:25.000,5
"98351511",2017-08-27 08:53:25.005,5
"98351521",2017-08-27 08:53:25.009,5
"98351531",2017-08-27 08:53:25.015,5
"98351541",2017-08-27 08:53:25.019,5
"98351551",2017-08-27 08:53:25.025,4
"98351561",2017-08-27 08:53:25.029,4
"98351571",2017-08-27 08:53:25.035,4
"98351581",2017-08-27 08:53:25.039,5
"98351591",2017-08-27 08:53:25.045,5
"98351601",2017-08-27 08:53:25.049,6
"98351611",2017-08-27 08:53:25.055,9
"98351621",2017-08-27 08:53:25.059,9
"98351631",2017-08-27 08:53:25.065,8
"98351641",2017-08-27 08:53:25.069,9
"98351651",2017-08-27 08:53:25.075,10
"98351661",2017-08-27 08:53:25.079,10
"98351671",2017-08-27 08:53:25.085,10
"98351681",2017-08-27 08:53:25.089,12
"98351691",2017-08-27 08:53:25.095,14
"98351701",2017-08-27 08:53:25.099,15
"98351711",2017-08-27 08:53:25.105,17
"98351721",2017-08-27 08:53:25.109,19
"98351731",2017-08-27 08:53:25.115,19
"98351741",2017-08-27 08:53:25.119,20
"98351751",2017-08-27 08:53:25.125,21
"98351761",2017-08-27 08:53:25.130,23
"98351771",2017-08-27 08:53:25.134,26
"98351781",2017-08-27 08:53:25.140,27
"98351791",2017-08-27 08:53:25.144,28
"98351801",2017-08-27 08:53:25.150,30
"98351811",2017-08-27 08:53:25.154,31
"98351821",2017-08-27 08:53:25.160,33
"98351831",2017-08-27 08:53:25.164,34
"98351841",2017-08-27 08:53:25.170,35
"98351851",2017-08-27 08:53:25.174,33
"98351861",2017-08-27 08:53:25.180,31
"98351871",2017-08-27 08:53:25.184,29
"98351881",2017-08-27 08:53:25.190,28
"98351891",2017-08-27 08:53:25.194,24
"98351901",2017-08-27 08:53:25.200,20
"98351911",2017-08-27 08:53:25.204,15
"98351921",2017-08-27 08:53:25.210,10
"98351931",2017-08-27 08:53:25.214,5
"98351941",2017-08-27 08:53:25.220,0
"98351951",2017-08-27 08:53:25.224,-4
"98351961",2017-08-27 08:53:25.230,-8
"98351971",2017-08-27 08:53:25.234,-12
"98351981",2017-08-27 08:53:25.240,-15
"98351991",2017-08-27 08:53:25.244,-16
"98352001",2017-08-27 08:53:25.250,-14
"98352011",2017-08-27 08:53:25.255,-14
"98352021",2017-08-27 08:53:25.259,-15
"98352031",2017-08-27 08:53:25.265,-16
"98352041",2017-08-27 08:53:25.269,-16
"98352051",2017-08-27 08:53:25.275,-15
"98352061",2017-08-27 08:53:25.279,-18
"98352071",2017-08-27 08:53:25.285,-19
"98352081",2017-08-27 08:53:25.289,-19
"98352091",2017-08-27 08:53:25.295,-17
"98352101",2017-08-27 08:53:25.299,-15
"98352111",2017-08-27 08:53:25.305,-13
"98352121",2017-08-27 08:53:25.309,-15
"98352131",2017-08-27 08:53:25.315,-16
"98352141",2017-08-27 08:53:25.319,-15
"98352151",2017-08-27 08:53:25.325,-15
"98352161",2017-08-27 08:53:25.329,-16
"98352171",2017-08-27 08:53:25.335,-17
"98352181",2017-08-27 08:53:25.339,-17
"98352191",2017-08-27 08:53:25.345,-15
"98352201",2017-08-27 08:53:25.349,-14
"98352211",2017-08-27 08:53:25.355,-14
